"Activity" "Subject" "TBodyAccMean" "tGravityAcc.mean...X" "fBodyGyro.mean...X" "fBodyAccJerk.mean...Z"
"Sitting" 25 0.278541482461538 0.865686078153846 -0.988002552461538 -0.986326396461538
"Sitting" 26 0.258243530166667 0.782955611794872 -0.990144882307692 -0.987989982948718
"Sitting" 27 0.273941302571429 0.839464714 -0.987207904714286 -0.987087721142857
"Sitting" 28 0.276977629444444 0.907331309166667 -0.973724326388889 -0.972939551944444
"Sitting" 29 0.2771799775 0.891563755166667 -0.988393569 -0.988470241
"Sitting" 30 0.268336081379032 0.825473836935484 -0.987034626451613 -0.985978315322581
"Standing" 1 0.278917629056604 0.942952000377358 -0.986386786037736 -0.990752166037736
"Standing" 2 0.277911472222222 0.896928566851852 -0.967037112037037 -0.979775152037037
"Standing" 3 0.280046513278689 0.93503077852459 -0.901282267540984 -0.969174903442623
"Standing" 4 0.280499745892857 0.95619779125 -0.905464161964286 -0.968648411607143
"Standing" 5 0.282544390892857 0.960188699107143 -0.909661802321429 -0.958438726607143
"Standing" 6 0.280346248596491 0.945139003859649 -0.931612384385965 -0.963743518070175
"Standing" 7 0.282723539433962 0.958728687924528 -0.938121637735849 -0.968229643018868
"Standing" 8 0.279620986111111 0.957669921111111 -0.969677435925926 -0.979477193333333
"Standing" 9 0.282310057333333 0.961323502222222 -0.916974437555556 -0.967129200444444
"Standing" 10 0.276650300681818 0.954008785454545 -0.924005912954545 -0.972241512272727
"Standing" 11 0.277715562765957 0.956464535957447 -0.978301717234043 -0.988460788085106
"Standing" 12 0.277405834918033 0.957317821803279 -0.890292711147541 -0.971122527868852
"Standing" 13 0.277758431052632 0.942695296842105 -0.957154108421053 -0.98460855877193
"Standing" 14 0.280545613833333 0.875319569 -0.957111767 -0.966718434333333
"Standing" 15 0.278915803962264 0.965528899622642 -0.950380286226415 -0.982632302830189
"Standing" 16 0.283497402948718 0.941587749358974 -0.973157351666667 -0.986091891538462
"Standing" 17 0.277942503333333 0.904678547435897 -0.980696264102564 -0.989563633076923
"Standing" 18 0.278458805890411 0.947573239863014 -0.964428926438356 -0.986265653561644
"Standing" 19 0.27817226 0.944045837534247 -0.947865639178082 -0.983463295479452
"Standing" 20 0.278076904657534 0.911231752465753 -0.881019424794521 -0.952741107945206
"Standing" 21 0.27695224258427 0.881213341910112 -0.956989964269663 -0.974780645393258
"Standing" 22 0.279053861587302 0.954064297619048 -0.917018098571429 -0.977567430952381
"Standing" 23 0.277899323235294 0.919857125882353 -0.947510436323529 -0.969610229705882
"Standing" 24 0.280348883913043 0.96644228 -0.958540187246377 -0.974170468405797
"Standing" 25 0.278013701621622 0.929794733108108 -0.96807852527027 -0.984832251216216
"Standing" 26 0.281127035405405 0.965460891621622 -0.969364268513514 -0.984563921216216
"Standing" 27 0.279566921625 0.965351492 -0.970149628875 -0.9851113755
"Standing" 28 0.277795069113924 0.948514848481013 -0.880426103164557 -0.964751238734177
"Standing" 29 0.277965065846154 0.974508732 -0.974485449538462 -0.988541579384615
"Standing" 30 0.277112699152542 0.968556705084746 -0.915742855084746 -0.962892627966102
"Walking" 1 0.277330758736842 0.935223201473684 -0.339032197115789 -0.468999224631579
"Walking" 2 0.276426586440678 0.91301733338983 -0.429713536101695 -0.554956709661017
"Walking" 3 0.275567462068966 0.936506743275862 -0.437845763793103 -0.514137255344828
"Walking" 4 0.278582015166667 0.963999696833333 -0.373384540666667 -0.728991595666667
"Walking" 5 0.27784234625 0.972624959821429 -0.372668749642857 -0.590496615535714
"Walking" 6 0.283658868070175 0.958067455087719 -0.239650710533333 -0.541438616140351
"Walking" 7 0.275592961754386 0.932566472280702 -0.318395104666667 -0.106490372892632
"Walking" 8 0.27468631 0.913586347916667 -0.102063053808333 -0.361563262083333
"Walking" 9 0.278502842115385 0.951867079615385 -0.383676120961538 -0.399541245192308
"Walking" 10 0.278574076603774 0.963092149811321 -0.277913780754717 -0.464020508867925
"Walking" 11 0.271821892881356 0.946468451355932 -0.514753307627119 -0.69259387220339
"Walking" 12 0.2771286656 0.9668735148 -0.4019759318 -0.4913861728
"Walking" 13 0.275883130350877 0.910855709298246 -0.192856474047368 -0.342263716894737
"Walking" 14 0.271959598644068 0.802973961525424 -0.508595851864407 -0.415899179152542
"Walking" 15 0.273899207962963 0.951524391481481 -0.253399360296296 -0.648905254074074
"Walking" 16 0.276023564509804 0.925981326078431 -0.59574648627451 -0.422332394117647
"Walking" 17 0.272341855245902 0.92811236852459 -0.40771670852459 -0.523427055737705
"Walking" 18 0.273887758571429 0.92386524875 -0.609673434464286 -0.601147246785714
"Walking" 19 0.273931172307692 0.935222559230769 0.228142361865385 -0.129367902596154
"Walking" 20 0.272589336470588 0.899965205686274 -0.0936248686019608 -0.34599447627451
"Walking" 21 0.279183526730769 0.862524800961538 -0.246657382884615 -0.405700157884615
"Walking" 22 0.27886459 0.936096410434783 -0.144648652152174 -0.281973435652174
"Walking" 23 0.273211884237288 0.939809688644068 -0.337619203050847 -0.0572021324745763
"Walking" 24 0.276980816034483 0.95970108137931 -0.468295081206897 -0.469920224310345
"Walking" 25 0.278992759054054 0.937483114459459 -0.411909719594595 -0.659286392837838
"Walking" 26 0.279264443728814 0.960647754576271 -0.368112905762712 -0.398673189830508
"Walking" 27 0.276849485438596 0.944759287368421 -0.498017935263158 -0.382617091578947
"Walking" 28 0.281228223888889 0.942930275555556 -0.374681071666667 -0.498754491111111
"Walking" 29 0.271999916792453 0.96237438509434 -0.431490048490566 -0.394877826981132
"Walking" 30 0.276406758 0.965217551076923 -0.374440300461538 -0.467030710153846
"Walking Downstairs" 1 0.289188320408163 0.931874418979592 -0.352449631363265 -0.288334735714286
"Walking Downstairs" 2 0.27761534806383 0.861831345531915 -0.145775970406383 -0.271498721106383
"Walking Downstairs" 3 0.292423484693878 0.939057787755102 -0.129066574295918 -0.529059450612245
"Walking Downstairs" 4 0.279965329555556 0.947731858666667 -0.240298893435556 -0.583917371333333
"Walking Downstairs" 5 0.29354392712766 0.956649352553192 -0.295345101425532 -0.491979946170213
"Walking Downstairs" 6 0.277045258145833 0.928531455208333 0.0633716052854167 -0.283086205125
"Walking Downstairs" 7 0.28030708 0.930623632765957 -0.33930147 -0.296494902765957
"Walking Downstairs" 8 0.283484089210526 0.914023498421053 -0.130740445236842 0.0586096890447368
"Walking Downstairs" 9 0.295923445 0.938417773333333 -0.325042890904762 -0.293677789595238
"Walking Downstairs" 10 0.290401594315789 0.939807421052632 -0.214350280079211 -0.240679035428947
"Walking Downstairs" 11 0.291605631956522 0.941746406521739 -0.318777012804348 -0.530225529130435
"Walking Downstairs" 12 0.281521097391304 0.949861980652174 -0.178856167345652 -0.451614324565217
"Walking Downstairs" 13 0.294907553404255 0.941875619787234 -0.319677124659574 -0.276138039897872
"Walking Downstairs" 14 0.293422115555556 0.81629643 -0.295315541666667 -0.0248789805888889
"Walking Downstairs" 15 0.280198851190476 0.932302200476191 -0.22735956545 -0.345376541261905
"Walking Downstairs" 16 0.295586802191489 0.917818427021277 -0.420844008625532 -0.241974080021277
"Walking Downstairs" 17 0.29391828326087 0.928817578043478 -0.316412962967391 -0.498668458043478
"Walking Downstairs" 18 0.288439468909091 0.932277478363636 -0.489232274509091 -0.622135895090909
"Walking Downstairs" 19 0.262688053871795 0.881940855128205 0.474962448333333 0.0595905768717949
"Walking Downstairs" 20 0.296144421355556 0.91972663 -0.0629572600911111 -0.356220245355556
"Walking Downstairs" 21 0.3014610196 0.872683205555556 -0.366748752888889 -0.196838264546667
"Walking Downstairs" 22 0.284458963861111 0.921820641944444 -0.0954349339722222 -0.419534253611111
"Walking Downstairs" 23 0.289897411148148 0.923711401296296 -0.214730713222222 0.157775692377778
"Walking Downstairs" 24 0.288631208909091 0.950883416727273 -0.272469211854545 -0.250000183381818
"Walking Downstairs" 25 0.291329666206897 0.929627532241379 -0.217799723931034 -0.686843959310345
"Walking Downstairs" 26 0.2792845828 0.9467972718 -0.12591815458 -0.3601146078
"Walking Downstairs" 27 0.2975441875 0.931380178636364 -0.2966286115 -0.343626396295455
"Walking Downstairs" 28 0.293642076521739 0.929291680434783 -0.0299969963043478 -0.365287434717391
"Walking Downstairs" 29 0.293140441083333 0.948486215 -0.18941800145 -0.411173451875
"Walking Downstairs" 30 0.283190646967742 0.958000491451613 -0.263061628069355 -0.399688694032258
"Walking Upstairs" 1 0.255461689622641 0.89335109754717 -0.492611667924528 -0.685474353962264
"Walking Upstairs" 2 0.247164790395833 0.790717418541667 -0.331643577458333 -0.522728063333333
"Walking Upstairs" 3 0.260819873067797 0.883533436101695 -0.378216681762712 -0.677314534067797
"Walking Upstairs" 4 0.270876696730769 0.946264314423077 -0.3710689925 -0.690106934230769
"Walking Upstairs" 5 0.268459469914894 0.936821834893617 -0.263615096246809 -0.606717464680851
"Walking Upstairs" 6 0.268229355098039 0.913632241568627 -0.115065008156863 -0.549314615882353
"Walking Upstairs" 7 0.248706923078431 0.81874656 -0.383889342745098 -0.581764526862745
"Walking Upstairs" 8 0.258880152048781 0.860368718780488 -0.240260761682927 -0.386655803658537
"Walking Upstairs" 9 0.262436475714286 0.902647777755102 -0.313941631326531 -0.615125710612245
"Walking Upstairs" 10 0.267121853404255 0.931861027446809 -0.218524716912766 -0.553230667234043
"Walking Upstairs" 11 0.263775859277778 0.892626155555556 -0.471782782222222 -0.765387905555556
"Walking Upstairs" 12 0.272970338653846 0.938371473269231 -0.426360331538462 -0.687929868653846
"Walking Upstairs" 13 0.258203939581818 0.847634313454545 -0.482113007636364 -0.631496434363636
"Walking Upstairs" 14 0.26242106612963 0.688256122222222 -0.441048358648148 -0.264008468333333
"Walking Upstairs" 15 0.270187595833333 0.918544812291667 -0.361096856875 -0.714554172708333
"Walking Upstairs" 16 0.255986102627451 0.826874282745098 -0.53239971627451 -0.565220840588235
"Walking Upstairs" 17 0.252604768583333 0.853530565833333 -0.416223018291667 -0.633017707916667
"Walking Upstairs" 18 0.265401201896552 0.883330258448276 -0.59232371 -0.736149274137931
"Walking Upstairs" 19 0.242118808925 0.8294283725 -0.194485509535 -0.3806571232
"Walking Upstairs" 20 0.252098317156863 0.777095717058824 -0.372684353921569 -0.492755895098039
"Walking Upstairs" 21 0.265194544680851 0.781177210851064 -0.446974007021277 -0.519815170851064
"Walking Upstairs" 22 0.248391534566667 0.889454382857143 -0.19545699252381 -0.414448875714286
"Walking Upstairs" 23 0.249995171031373 0.843438810196078 -0.430239229235294 -0.346605238039216
"Walking Upstairs" 24 0.269881106779661 0.906369500508475 -0.503188684915254 -0.48339098779661
"Walking Upstairs" 25 0.277995411384615 0.927693239538462 -0.476144998846154 -0.793266971230769
"Walking Upstairs" 26 0.272691394545455 0.942095257090909 -0.427686570727273 -0.639741264909091
"Walking Upstairs" 27 0.265770253921569 0.868000278627451 -0.544369229411765 -0.608544241568627
"Walking Upstairs" 28 0.262005841764706 0.854508231764706 -0.403636283921569 -0.587813565294118
"Walking Upstairs" 29 0.265423066877551 0.929258953877551 -0.260519290404082 -0.646198587755102
"Walking Upstairs" 30 0.271415642261538 0.93182983 -0.488039003123077 -0.737803881230769
